"Nama","Rating","Tanggal","Ulasan"
"Oki Y.","9.7","18-Oct-20","tempat yang bagus untuk tinggal, kamar yang luas dan bersih. Secara keseluruhan nyaman dan cukup memuaskan, satu-satunya kritik saya adalah tolong perhatikan detail terbaik. Saya memesan kamar dengan 1 tempat tidur besar, dan ternyata kamar tersebut memiliki tempat tidur twin yang digabungkan menjadi 1. Saya tidak keberatan karena tempat tidurnya sangat nyaman dan saya tidak ingin tidur di tempat tidur twin yang digabungkan, tetapi setelah memindahkan tempat tidur tolong pastikan untuk membersihkan lantai di bawahnya karena saya melihat ada debu dan kotoran di sana. Juga, AC di kamar saya tidak cukup dingin untuk preferensi saya meskipun saya mengaturnya ke suhu terendah dan pengaturan kipas tertinggi (suhu kamar masih 28,5 C bahkan beberapa jam setelah menyalakan AC). Kamar mandi sangat bersih, pelayanannya mantap. Lokasi juga strategis karena banyak restoran dan bar di dekatnya."
"Hendrik R.","9.7","17-Jan-20","Meskipun kami hanya tinggal selama beberapa jam karena terlambat check-in, menu sarapan pagi yang baik dan berbagai pilihan untuk memilih dari dan kami upgrade ke kamar suite, check in dan check out mudah. Kamar suite sangat bagus, dilengkapi dengan tempat tidur ukuran raja, meja kantor besar, lengkap dengan mini bar, dan itu juga bilik lemari pakaian, dan kamar mandinya juga besar, termasuk bathtub. Direkomendasikan."
"Hendrik R.","9.7","17-Jan-20","Meskipun kami hanya tinggal selama beberapa jam karena terlambat check-in, menu sarapan pagi yang baik dan berbagai pilihan untuk memilih dari dan kami upgrade ke kamar suite, check in dan check out mudah. Kamar suite sangat bagus, dilengkapi dengan tempat tidur ukuran raja, meja kantor besar, lengkap dengan mini bar, dan itu juga bilik lemari pakaian, dan kamar mandinya juga besar, termasuk bathtub. Direkomendasikan."
"Kezia F. H.","9.7","9-Dec-17","Hanya bersantai dan bahagia seperti biasanya."
"Kezia F. H.","9.7","9-Dec-17","Hanya bersantai dan bahagia seperti biasanya."
"Dewi Y.","9.7","12-Sep-17","Layanan bagus dan lokasi bagus."
"Rani U.","9.7","24-Jul-17","Pelayanan yang sangat baik Orang-orang ramah. Saya puas dengan semuanya."
"Dewi Y.","9.7","12-Sep-17","Layanan bagus dan lokasi bagus."
"Rani U.","9.7","24-Jul-17","Pelayanan yang sangat baik Orang-orang ramah. Saya puas dengan semuanya."
"Haniffa H.","9.7","14-Mar-17","belhotel Swiss sangat dekat dengan Harbourbay terminal dan link dari lantai terminal 2 ke hotel. Lokasi besar dari hotel ke Nagoya itu hanya 5 menit berkendara tingkat di 50.000 rupiah memiliki tinggal yang indah dengan family.From lobi ada yang tangga ke mal di lantai tiga ada Manzur pijat yang murah dan baik ada wanita dan pria pijat adalah memiliki waktu yang baik there.we tinggal di ruangan besar deluxe dan kamar r sangat luas dan raja tidur super dapat menampung 3 orang dewasa dengan mudah berkat"
"kamarul a.","9.7","21-Feb-17","Hotel besar ... lokasi dekat ke jetty"
"Haniffa H.","9.7","14-Mar-17","belhotel Swiss sangat dekat dengan Harbourbay terminal dan link dari lantai terminal 2 ke hotel. Lokasi besar dari hotel ke Nagoya itu hanya 5 menit berkendara tingkat di 50.000 rupiah memiliki tinggal yang indah dengan family.From lobi ada yang tangga ke mal di lantai tiga ada Manzur pijat yang murah dan baik ada wanita dan pria pijat adalah memiliki waktu yang baik there.we tinggal di ruangan besar deluxe dan kamar r sangat luas dan raja tidur super dapat menampung 3 orang dewasa dengan mudah berkat"
"kamarul a.","9.7","21-Feb-17","Hotel besar ... lokasi dekat ke jetty"
"Raden A. B.","9.7","1-Aug-16","Tempat yang sempurna untuk perjalanan bisnis"
"Raden A. B.","9.7","1-Aug-16","Tempat yang sempurna untuk perjalanan bisnis"
"Bob","9.7","28-Dec-15","Pelayanan yang baik dan bersih dan dekat dengan pelabuhan"
"pachadellayolanro","9.7","29-Aug-21","My review: this place is great and comfortable. I came here for anniversay staycation. They provide wide parking lot, garden, swimming pool and fitnessplace. I love the room is so spacious. Got bathub, and mini walking closet. The staffs also so kind and informative. One thing I love the most is the breakfast, food is so delicious. Love it. My constructive feedback: you guys might want to add towel bars on the bathroom. So then we could hang the towel after use."
"Bob","9.7","28-Dec-15","Pelayanan yang baik dan bersih dan dekat dengan pelabuhan"
"pachadellayolanro","9.7","29-Aug-21","My review: this place is great and comfortable. I came here for anniversay staycation. They provide wide parking lot, garden, swimming pool and fitnessplace. I love the room is so spacious. Got bathub, and mini walking closet. The staffs also so kind and informative. One thing I love the most is the breakfast, food is so delicious. Love it. My constructive feedback: you guys might want to add towel bars on the bathroom. So then we could hang the towel after use."
"Ferry N.","9.7","28-May-21","The first choice to stay at Batam"
"Annisa M. F.","9.7","4-Apr-21","The bed really cozy and comfy, got a little view from window. bedroom and bathroom super clean. breakfast also delicious and all the staff are friendly, really nice experience stay in here 😆"
"Ferry N.","9.7","28-May-21","The first choice to stay at Batam"
"Annisa M. F.","9.7","4-Apr-21","The bed really cozy and comfy, got a little view from window. bedroom and bathroom super clean. breakfast also delicious and all the staff are friendly, really nice experience stay in here 😆"
"Iwan B. D.","9.6","8-Nov-18","Hotel bagus dan makanannya enak."
"SITI M. H.","9.6","26-Feb-17","Kamarnya enak, bersih, nyaman, AC dingin, dkt tempat makan, lokasi jauh dr kota dan sebelah ada harbour mall tapi sepi mallnya bad sekali."
"Rodrieggo O. D.","9.6","29-Aug-17","Hotel dengan lokasi yang sempurna di batam."
"Yessi T.","9.6","13-Mar-20","Tempatnya bagus, pelayanan baik, bersih, recommended."
"Yessi T.","9.6","13-Mar-20","Tempatnya bagus, pelayanan baik, bersih, recommended."
"Yessi T.","9.6","13-Mar-20","Tempatnya bagus, pelayanan baik, bersih, recommended."
"Rodrieggo O. D.","9.6","29-Aug-17","Hotel dengan lokasi yang sempurna di batam."
"Rodrieggo O. D.","9.6","29-Aug-17","Hotel dengan lokasi yang sempurna di batam."
"SITI M. H.","9.6","26-Feb-17","Kamarnya enak, bersih, nyaman, AC dingin, dkt tempat makan, lokasi jauh dr kota dan sebelah ada harbour mall tapi sepi mallnya bad sekali."
"SITI M. H.","9.6","26-Feb-17","Kamarnya enak, bersih, nyaman, AC dingin, dkt tempat makan, lokasi jauh dr kota dan sebelah ada harbour mall tapi sepi mallnya bad sekali."
"Iwan B. D.","9.6","8-Nov-18","Hotel bagus dan makanannya enak."
"Iwan B. D.","9.6","8-Nov-18","Hotel bagus dan makanannya enak."
"Achmad Y. S.","9.4","15-Oct-17","Pengalaman itu hebat. Terima kasih"
"Riselly J.","9.4","14-Jun-18","Kamar bersih bersih, standar Swissbel. Staf yang sangat membantu"
"Ida S. K.","9.4","24-Apr-18","Ada varian menu sarapan yang cukup. Kamar bersih. Perlengkapan mandi sudah cukup"
"Mohd F. B. A.","9.4","6-Feb-19","Sarapan yang luar biasa! Staf yang ramah"
"Toh B. H.","9.4","25-Oct-18","kamar yang bagus. AC bagus dan shower kuat. tempat tidur nyaman yang bagus. sarapan sangat baik."
"Ersan S.","9.4","14-Oct-18","Kamar bagus, tapi pemandangannya tidak bagus."
"Fairuz F.","9.4","20-Jun-19","Itu bagus dan nyaman, bersih, juga ruang yang bagus di kamar dan dekat pelabuhan."
"Hazrul I.","9.4","4-Apr-19","Hotel ini memberikan tingkat kesempurnaan yang tinggi dalam pelayanan dan keramahtamahan."
"Intha H.","9.4","31-Jan-21","waw semoga harimu menyenangkan. terima kasih swiss-belhotel atas pelayanannya dan buat saya nyaman 👌🏽🤍🤍 dan sampai jumpa lagi"
"Arumsari","9.4","19-Sep-16","Kamarnya nyaman, kebersihan bagus, breakfast plain."
"Daryati R.","9.4","14-Aug-16","Breakfast banyak pilihan, lokasi berdekatan sama supermarket, kamar nyaman."
"Esther E. M. S.","9.4","28-Jul-16","Hotelnya bersih, bagus, nyaman, ramah, dekat dengan Terminal Ferry Harbour Bay."
"Sapta M.","9.4","10-Nov-17","Bersih......suasananya nyaman....sarapanya oke......."
"Anita","9.4","Profil ini privat.","Bersih, nyaman, dekat dengan pelabuhan Harbour. Bagi yang ingin ke sini dekat banget. Dan Alhamdulillah pihak hotel mau mengantarkan kita ke pelabuhan, free."
"Nurcholis","9.4","8-Oct-19","Lokasi menyatu dengan mal, ada live seafood juga di sekitar hotel, dekat dengan pelabuhan, makanan lumayan lengkap dan enak. Taksi online memang tidak bisa masuk secara terang-terangan di hotel, tapi bisa diakali dengan janjian dengan sopir taksi online-nya agar sama-sama aman."
"estrella","9.4","2-Sep-19",""
"Sri L. P.","9.4","5-Mar-20","Ini kunjungan yang kesekian kalinya, dan kondisinya masih tetap bersih dan nyaman kamarnya, menu sarapan paginya juga tetap enak dan banyak variasinya. Menurut saya ini salah satu hotel terbaik di batam. kekurangannya hanya 1, tidak bisa panggil taksi online ke lobby hotel."
"Raymond I. H.","9.4","18-Feb-20","Pengalaman menyenangkan, tempat yang bersih dengan pelayanan yang ramah serta menu sarapan yang bervariasi."
"I G. P. R. A.","9.4","12-Sep-20","Good servis dan kamar bersih oke lah kalau untuk acara keluarga atau bisnis."
"Dwi s.","9.4","6-Dec-20","Bagus tapi tidak diberi tahukan kalau kolam renangnya sedang diservice."
"Desy A.","9.4","3-Jan-21",""
"Linda S.","9.4","26-Apr-21","Lokasi di tengah kota dekat dengan akses transportasi laut domestik maupun ke luar negeri, design interior kamar cukup baik, bersih dan fasilitas yang cukup lengkap. Penerapan protokol kesehatan cukup baik, mulai dari masuk hotel sampai dengan penyemprotan disinfektan diakses kamar. Hanya terdapat keran macet di area swimming pool jadi sulit bilas sehabis berenang, agar bisa direpair. Recommended buat perjalanan bersama keluarga, keperluan dinas, ataupun bisnis."
"Mitha","9.4","15-Apr-21","Kamar cukup luas & nyaman. Cuma springbed sekarang kurang nyaman, kalo dulu lebih nyaman. Lokasi strategis gampang cari makan di belakang hotel banyak restaurant sea food."
"Varun","9.4","2-Jun-21","Check in bagus (tidak lama), kamar bersih dan disegel setelah dibersihkan (membuat nyaman dan tenang dipandemi ini), hanya saat sarapan yang sebaiknya ditingkatkan terkait situasi pandemi, alangkah baiknya jika tamu tidak diizinkan mengambil makanan sendiri (lebih baik dilayani oleh pegawai hotel guna menjaga minimnya kontak fisik)."
"Muzdalifah M.","9.4","9-Oct-21","Staff nya ramah fasilitas oke semuanya okee."
"Muzdalifah M.","9.4","9-Oct-21","Staff nya ramah fasilitas oke semuanya okee."
"Muzdalifah M.","9.4","9-Oct-21","Staff nya ramah fasilitas oke semuanya okee."
"Varun","9.4","2-Jun-21","Check in bagus (tidak lama), kamar bersih dan disegel setelah dibersihkan (membuat nyaman dan tenang dipandemi ini), hanya saat sarapan yang sebaiknya ditingkatkan terkait situasi pandemi, alangkah baiknya jika tamu tidak diizinkan mengambil makanan sendiri (lebih baik dilayani oleh pegawai hotel guna menjaga minimnya kontak fisik)."
"Varun","9.4","2-Jun-21","Check in bagus (tidak lama), kamar bersih dan disegel setelah dibersihkan (membuat nyaman dan tenang dipandemi ini), hanya saat sarapan yang sebaiknya ditingkatkan terkait situasi pandemi, alangkah baiknya jika tamu tidak diizinkan mengambil makanan sendiri (lebih baik dilayani oleh pegawai hotel guna menjaga minimnya kontak fisik)."
"Linda S.","9.4","26-Apr-21","Lokasi di tengah kota dekat dengan akses transportasi laut domestik maupun ke luar negeri, design interior kamar cukup baik, bersih dan fasilitas yang cukup lengkap. Penerapan protokol kesehatan cukup baik, mulai dari masuk hotel sampai dengan penyemprotan disinfektan diakses kamar. Hanya terdapat keran macet di area swimming pool jadi sulit bilas sehabis berenang, agar bisa direpair. Recommended buat perjalanan bersama keluarga, keperluan dinas, ataupun bisnis."
"Mitha","9.4","15-Apr-21","Kamar cukup luas & nyaman. Cuma springbed sekarang kurang nyaman, kalo dulu lebih nyaman. Lokasi strategis gampang cari makan di belakang hotel banyak restaurant sea food."
"Linda S.","9.4","26-Apr-21","Lokasi di tengah kota dekat dengan akses transportasi laut domestik maupun ke luar negeri, design interior kamar cukup baik, bersih dan fasilitas yang cukup lengkap. Penerapan protokol kesehatan cukup baik, mulai dari masuk hotel sampai dengan penyemprotan disinfektan diakses kamar. Hanya terdapat keran macet di area swimming pool jadi sulit bilas sehabis berenang, agar bisa direpair. Recommended buat perjalanan bersama keluarga, keperluan dinas, ataupun bisnis."
"Mitha","9.4","15-Apr-21","Kamar cukup luas & nyaman. Cuma springbed sekarang kurang nyaman, kalo dulu lebih nyaman. Lokasi strategis gampang cari makan di belakang hotel banyak restaurant sea food."
"Desy A.","9.4","3-Jan-21",""
"Desy A.","9.4","3-Jan-21",""
"Dwi s.","9.4","6-Dec-20","Bagus tapi tidak diberi tahukan kalau kolam renangnya sedang diservice."
"Dwi s.","9.4","6-Dec-20","Bagus tapi tidak diberi tahukan kalau kolam renangnya sedang diservice."
"I G. P. R. A.","9.4","12-Sep-20","Good servis dan kamar bersih oke lah kalau untuk acara keluarga atau bisnis."
"I G. P. R. A.","9.4","12-Sep-20","Good servis dan kamar bersih oke lah kalau untuk acara keluarga atau bisnis."
"Sri L. P.","9.4","5-Mar-20","Ini kunjungan yang kesekian kalinya, dan kondisinya masih tetap bersih dan nyaman kamarnya, menu sarapan paginya juga tetap enak dan banyak variasinya. Menurut saya ini salah satu hotel terbaik di batam. kekurangannya hanya 1, tidak bisa panggil taksi online ke lobby hotel."
"Raymond I. H.","9.4","18-Feb-20","Pengalaman menyenangkan, tempat yang bersih dengan pelayanan yang ramah serta menu sarapan yang bervariasi."
"Sri L. P.","9.4","5-Mar-20","Ini kunjungan yang kesekian kalinya, dan kondisinya masih tetap bersih dan nyaman kamarnya, menu sarapan paginya juga tetap enak dan banyak variasinya. Menurut saya ini salah satu hotel terbaik di batam. kekurangannya hanya 1, tidak bisa panggil taksi online ke lobby hotel."
"Raymond I. H.","9.4","18-Feb-20","Pengalaman menyenangkan, tempat yang bersih dengan pelayanan yang ramah serta menu sarapan yang bervariasi."
"Nurcholis","9.4","8-Oct-19","Lokasi menyatu dengan mal, ada live seafood juga di sekitar hotel, dekat dengan pelabuhan, makanan lumayan lengkap dan enak. Taksi online memang tidak bisa masuk secara terang-terangan di hotel, tapi bisa diakali dengan janjian dengan sopir taksi online-nya agar sama-sama aman."
"estrella","9.4","2-Sep-19",""
"Nurcholis","9.4","8-Oct-19","Lokasi menyatu dengan mal, ada live seafood juga di sekitar hotel, dekat dengan pelabuhan, makanan lumayan lengkap dan enak. Taksi online memang tidak bisa masuk secara terang-terangan di hotel, tapi bisa diakali dengan janjian dengan sopir taksi online-nya agar sama-sama aman."
"estrella","9.4","2-Sep-19",""
"Anita","9.4","Profil ini privat.","Bersih, nyaman, dekat dengan pelabuhan Harbour. Bagi yang ingin ke sini dekat banget. Dan Alhamdulillah pihak hotel mau mengantarkan kita ke pelabuhan, free."
"Anita","9.4","Profil ini privat.","Bersih, nyaman, dekat dengan pelabuhan Harbour. Bagi yang ingin ke sini dekat banget. Dan Alhamdulillah pihak hotel mau mengantarkan kita ke pelabuhan, free."
"Sapta M.","9.4","10-Nov-17","Bersih......suasananya nyaman....sarapanya oke......."
"Sapta M.","9.4","10-Nov-17","Bersih......suasananya nyaman....sarapanya oke......."
"Arumsari","9.4","19-Sep-16","Kamarnya nyaman, kebersihan bagus, breakfast plain."
"Daryati R.","9.4","14-Aug-16","Breakfast banyak pilihan, lokasi berdekatan sama supermarket, kamar nyaman."
"Esther E. M. S.","9.4","28-Jul-16","Hotelnya bersih, bagus, nyaman, ramah, dekat dengan Terminal Ferry Harbour Bay."
"Arumsari","9.4","19-Sep-16","Kamarnya nyaman, kebersihan bagus, breakfast plain."
"Daryati R.","9.4","14-Aug-16","Breakfast banyak pilihan, lokasi berdekatan sama supermarket, kamar nyaman."
"Esther E. M. S.","9.4","28-Jul-16","Hotelnya bersih, bagus, nyaman, ramah, dekat dengan Terminal Ferry Harbour Bay."
"Intha H.","9.4","31-Jan-21","waw semoga harimu menyenangkan. terima kasih swiss-belhotel atas pelayanannya dan buat saya nyaman 👌🏽🤍🤍 dan sampai jumpa lagi"
"Intha H.","9.4","31-Jan-21","waw semoga harimu menyenangkan. terima kasih swiss-belhotel atas pelayanannya dan buat saya nyaman 👌🏽🤍🤍 dan sampai jumpa lagi"
"Fairuz F.","9.4","20-Jun-19","Itu bagus dan nyaman, bersih, juga ruang yang bagus di kamar dan dekat pelabuhan."
"Hazrul I.","9.4","4-Apr-19","Hotel ini memberikan tingkat kesempurnaan yang tinggi dalam pelayanan dan keramahtamahan."
"Fairuz F.","9.4","20-Jun-19","Itu bagus dan nyaman, bersih, juga ruang yang bagus di kamar dan dekat pelabuhan."
"Hazrul I.","9.4","4-Apr-19","Hotel ini memberikan tingkat kesempurnaan yang tinggi dalam pelayanan dan keramahtamahan."
"Mohd F. B. A.","9.4","6-Feb-19","Sarapan yang luar biasa! Staf yang ramah"
"Toh B. H.","9.4","25-Oct-18","kamar yang bagus. AC bagus dan shower kuat. tempat tidur nyaman yang bagus. sarapan sangat baik."
"Ersan S.","9.4","14-Oct-18","Kamar bagus, tapi pemandangannya tidak bagus."
"Mohd F. B. A.","9.4","6-Feb-19","Sarapan yang luar biasa! Staf yang ramah"
"Toh B. H.","9.4","25-Oct-18","kamar yang bagus. AC bagus dan shower kuat. tempat tidur nyaman yang bagus. sarapan sangat baik."
"Ersan S.","9.4","14-Oct-18","Kamar bagus, tapi pemandangannya tidak bagus."
"Riselly J.","9.4","14-Jun-18","Kamar bersih bersih, standar Swissbel. Staf yang sangat membantu"
"Ida S. K.","9.4","24-Apr-18","Ada varian menu sarapan yang cukup. Kamar bersih. Perlengkapan mandi sudah cukup"
"Riselly J.","9.4","14-Jun-18","Kamar bersih bersih, standar Swissbel. Staf yang sangat membantu"
"Ida S. K.","9.4","24-Apr-18","Ada varian menu sarapan yang cukup. Kamar bersih. Perlengkapan mandi sudah cukup"
"Achmad Y. S.","9.4","15-Oct-17","Pengalaman itu hebat. Terima kasih"
"Achmad Y. S.","9.4","15-Oct-17","Pengalaman itu hebat. Terima kasih"
"Javier S. N.","9.3","19-Aug-19","Kamar yang sangat spatious. Nyaman tidur. Staf yang ramah Sarapan enak dengan banyak pilihan. Hanya minus lokasi, area pelabuhan sudah mati di malam hari. Tapi ini perjalanan singkat ke pusat kota."
"Fika H.","9.3","7-Jun-18","Ini kali kedua saya menginap di hotel ini, karena hotelnya nyaman dan lokasi yang strategis. Satu hal yang membut saya kecewa, Kemarin saya pesan nasi goreng dan sop buntut untuk menu buka puasa yang saya pesan untuk makan dikamar, Ayam n cumi campuran pada nasi gorengnya sangat tidak enak, ayamnya sudah berlendir terasa basi dan cuminya tidak fresh (bau) serta acarnya sudah basi, Untuk sop buntutnya enak banget dagingnya lembut dan kuahnya seger. Mohon kiranya sebelum dihidangkan di cicip dulu makanan yang akan disajikan ke cust apakah masih layak atau tidak untuk dijual."
"Fika H.","9.3","7-Jun-18","Ini kali kedua saya menginap di hotel ini, karena hotelnya nyaman dan lokasi yang strategis. Satu hal yang membut saya kecewa, Kemarin saya pesan nasi goreng dan sop buntut untuk menu buka puasa yang saya pesan untuk makan dikamar, Ayam n cumi campuran pada nasi gorengnya sangat tidak enak, ayamnya sudah berlendir terasa basi dan cuminya tidak fresh (bau) serta acarnya sudah basi, Untuk sop buntutnya enak banget dagingnya lembut dan kuahnya seger. Mohon kiranya sebelum dihidangkan di cicip dulu makanan yang akan disajikan ke cust apakah masih layak atau tidak untuk dijual."
"Fika H.","9.3","7-Jun-18","Ini kali kedua saya menginap di hotel ini, karena hotelnya nyaman dan lokasi yang strategis. Satu hal yang membut saya kecewa, Kemarin saya pesan nasi goreng dan sop buntut untuk menu buka puasa yang saya pesan untuk makan dikamar, Ayam n cumi campuran pada nasi gorengnya sangat tidak enak, ayamnya sudah berlendir terasa basi dan cuminya tidak fresh (bau) serta acarnya sudah basi, Untuk sop buntutnya enak banget dagingnya lembut dan kuahnya seger. Mohon kiranya sebelum dihidangkan di cicip dulu makanan yang akan disajikan ke cust apakah masih layak atau tidak untuk dijual."
"Javier S. N.","9.3","19-Aug-19","Kamar yang sangat spatious. Nyaman tidur. Staf yang ramah Sarapan enak dengan banyak pilihan. Hanya minus lokasi, area pelabuhan sudah mati di malam hari. Tapi ini perjalanan singkat ke pusat kota."
"Javier S. N.","9.3","19-Aug-19","Kamar yang sangat spatious. Nyaman tidur. Staf yang ramah Sarapan enak dengan banyak pilihan. Hanya minus lokasi, area pelabuhan sudah mati di malam hari. Tapi ini perjalanan singkat ke pusat kota."
"santamarko","9.1","28-Feb-17","Sarapan adalah luar biasa. Memeriksa cepat. Kebanyakan staf yang ramah dan membantu. Memeriksa adalah cepat. penjaga pintu tidak cukup perhatian. Tidak selalu siap untuk membuka raksasa pintu :)) Kamar yang bagus. Kolam itu begitu kecil, ruang kebugaran pengap dan bau."
"Syed O. A.","9.1","21-Oct-17","Sarapan menyebar murah hati dalam hal variasi dan kuantitas. Namun kualitasnya bisa ditingkatkan. Lokasi sempurna - berdampingan dengan pelabuhan dan dengan akses langsung ke mal dan masjid"
"Henty T.","9.1","21-Jun-18","Di sebelah Harbour Bay Port (berjalan kaki). Makanan laut di malam hari dan kopitiam di pagi hari sempurna, terutama ketika Anda bepergian dengan anak-anak. Ada jalan pintas ke mal, yang tidak begitu ramai, tetapi memiliki blitz dan supermarket gogo."
"Tonny H.","9.1","27-Jun-19","Hotel bagus &amp; pelayanan prima."
"M Riski I. L.","9.1","18-Feb-19","Hotel yang bagus di area Harbor Bay. Kamarnya sangat nyaman dan bersih. Dan sarapannya sangat enak."
"Catharina S.","9.1","18-Feb-20","2 kali menginap di hotel ini.selalu puas"
"Mulia N.","9.1","13-Dec-15","Tempat sangat strategis bagi yang ingin berpergian juga ke Singapore karena letaknya sangat dekat dengan pelabuhan ferry"
"Dandy Q. W.","9.1","11-Aug-16","Bersih dan makanan variatif taraf international."
"Ronald P.","9.1","14-Mar-17","Hotel yang nyaman dengan pelayanan yang baik"
"Septheana P.","9.1","1-Jul-17","Hotelnya bersih dan nyaman. Di sekelilingnya juga banyak kuliner."
"rima n.","9.1","14-Sep-17","Overall baik, kamar mandi agak bermasalah tapi cepat diperbaiki"
"Guest","9.1","27-Mar-18","Bersih, helpful dan cleaning roomnya jujur"
"M Riski I. L.","9.1","4-Mar-18","Hotel yang bagus dan nyaman. Lokasi sangat dekat dengan Harbour Bay Batam."
"Robert P.","9.1","8-Sep-18","Menyenangkan, dekat dengan feri untuk menyeberang ke Singapore dan untuk makan juga ada yang dekat. Hanya tidak bisa pesan grab. Kayaknya di semua batam di tempat-tempat tertentu grab tidak bisa masuk."
"Marji W.","9.1","12-Feb-19","Lokasi sangat eksklusif, bersih dan nyaman."
"Vanesa","9.1","26-May-19","Sangat bagus, cuma untuk ruangannya tidak kedap suara."
"Ronny K.","9.1","4-Apr-19","Tempat yang strategis, baik untuk keluarga atau business, gampang mencari makan."
"Ori O.","9.1","11-Jan-20","Kamarnya bagus, nyaman bersih bakalan menginap sini lagi kalau ke batam, makanannya biasa saja sih tapi overall goodlah."
"Ali A.","9.1","14-Aug-20",""
"Guest","9.1","23-Mar-21","Kolam renang terlalu kecil, yg lain ok."
"lesbandi","9.1","12-Jul-21","Kamar yang bersih dan nyaman, akan datang kembali."
"Frida K.","9.1","3-Jan-22","Bersih & nyaman. Overall okay:)."
"suranto","9.1","28-May-22","Saya senang menginap d hotel ini, bersih dan nyaman."
"Marselinus S.","9.1","8-May-22","Inap 1 malam cukup ok. Hotel bersih, staff ok. Sekitar hotel ada restoran seafood yang juga ok."
"suranto","9.1","28-May-22","Saya senang menginap d hotel ini, bersih dan nyaman."
"Marselinus S.","9.1","8-May-22","Inap 1 malam cukup ok. Hotel bersih, staff ok. Sekitar hotel ada restoran seafood yang juga ok."
"Frida K.","9.1","3-Jan-22","Bersih & nyaman. Overall okay:)."
"Frida K.","9.1","3-Jan-22","Bersih & nyaman. Overall okay:)."
"lesbandi","9.1","12-Jul-21","Kamar yang bersih dan nyaman, akan datang kembali."
"lesbandi","9.1","12-Jul-21","Kamar yang bersih dan nyaman, akan datang kembali."
"Guest","9.1","23-Mar-21","Kolam renang terlalu kecil, yg lain ok."
"Guest","9.1","23-Mar-21","Kolam renang terlalu kecil, yg lain ok."
"Ali A.","9.1","14-Aug-20",""
"Ali A.","9.1","14-Aug-20",""
"Ori O.","9.1","11-Jan-20","Kamarnya bagus, nyaman bersih bakalan menginap sini lagi kalau ke batam, makanannya biasa saja sih tapi overall goodlah."
"Ori O.","9.1","11-Jan-20","Kamarnya bagus, nyaman bersih bakalan menginap sini lagi kalau ke batam, makanannya biasa saja sih tapi overall goodlah."
"Vanesa","9.1","26-May-19","Sangat bagus, cuma untuk ruangannya tidak kedap suara."
"Ronny K.","9.1","4-Apr-19","Tempat yang strategis, baik untuk keluarga atau business, gampang mencari makan."
"Vanesa","9.1","26-May-19","Sangat bagus, cuma untuk ruangannya tidak kedap suara."
"Ronny K.","9.1","4-Apr-19","Tempat yang strategis, baik untuk keluarga atau business, gampang mencari makan."
"Marji W.","9.1","12-Feb-19","Lokasi sangat eksklusif, bersih dan nyaman."
"Marji W.","9.1","12-Feb-19","Lokasi sangat eksklusif, bersih dan nyaman."
"Robert P.","9.1","8-Sep-18","Menyenangkan, dekat dengan feri untuk menyeberang ke Singapore dan untuk makan juga ada yang dekat. Hanya tidak bisa pesan grab. Kayaknya di semua batam di tempat-tempat tertentu grab tidak bisa masuk."
"Robert P.","9.1","8-Sep-18","Menyenangkan, dekat dengan feri untuk menyeberang ke Singapore dan untuk makan juga ada yang dekat. Hanya tidak bisa pesan grab. Kayaknya di semua batam di tempat-tempat tertentu grab tidak bisa masuk."
"Guest","9.1","27-Mar-18","Bersih, helpful dan cleaning roomnya jujur"
"M Riski I. L.","9.1","4-Mar-18","Hotel yang bagus dan nyaman. Lokasi sangat dekat dengan Harbour Bay Batam."
"Guest","9.1","27-Mar-18","Bersih, helpful dan cleaning roomnya jujur"
"M Riski I. L.","9.1","4-Mar-18","Hotel yang bagus dan nyaman. Lokasi sangat dekat dengan Harbour Bay Batam."
"rima n.","9.1","14-Sep-17","Overall baik, kamar mandi agak bermasalah tapi cepat diperbaiki"
"rima n.","9.1","14-Sep-17","Overall baik, kamar mandi agak bermasalah tapi cepat diperbaiki"
"Septheana P.","9.1","1-Jul-17","Hotelnya bersih dan nyaman. Di sekelilingnya juga banyak kuliner."
"Septheana P.","9.1","1-Jul-17","Hotelnya bersih dan nyaman. Di sekelilingnya juga banyak kuliner."
"Ronald P.","9.1","14-Mar-17","Hotel yang nyaman dengan pelayanan yang baik"
"Ronald P.","9.1","14-Mar-17","Hotel yang nyaman dengan pelayanan yang baik"
"Dandy Q. W.","9.1","11-Aug-16","Bersih dan makanan variatif taraf international."
"Dandy Q. W.","9.1","11-Aug-16","Bersih dan makanan variatif taraf international."
"Mulia N.","9.1","13-Dec-15","Tempat sangat strategis bagi yang ingin berpergian juga ke Singapore karena letaknya sangat dekat dengan pelabuhan ferry"
"Mulia N.","9.1","13-Dec-15","Tempat sangat strategis bagi yang ingin berpergian juga ke Singapore karena letaknya sangat dekat dengan pelabuhan ferry"
"Catharina S.","9.1","18-Feb-20","2 kali menginap di hotel ini.selalu puas"
"Catharina S.","9.1","18-Feb-20","2 kali menginap di hotel ini.selalu puas"
"Tonny H.","9.1","27-Jun-19","Hotel bagus &amp; pelayanan prima."
"M Riski I. L.","9.1","18-Feb-19","Hotel yang bagus di area Harbor Bay. Kamarnya sangat nyaman dan bersih. Dan sarapannya sangat enak."
"Tonny H.","9.1","27-Jun-19","Hotel bagus &amp; pelayanan prima."
"M Riski I. L.","9.1","18-Feb-19","Hotel yang bagus di area Harbor Bay. Kamarnya sangat nyaman dan bersih. Dan sarapannya sangat enak."
