"Nama","Rating","Tanggal","Ulasan"
"Johan t. p.","9.7","3-Jan-19","Pengalaman saya menginap di hotel ini sangat senang dan merasa puas karena pelayanannya bagus dan semuanya ramah dan baik. Makanannya enak-enak dan kolam renangnya bagus. Saya pingin kembali lagi untuk menginan di hotel ini."
"Suwarni","8.5","3-Jan-19","Amat menyenangkan, nyaman dan pegawainya ramah-ramah pelayanannya memuaskan."
"Guest","9.1","31-Dec-18","Kamar luas, nyaman, bersih, makanan beragam dan nikmat."
"Syahril A.","9.7","30-Dec-18","Hotelnya nyaman, kamarnya lumayan besar, sarapannya enak dengan aneka menu."
"Freddy l.","9.1","28-Dec-18",""
"Tiuridah S.","9.4","28-Dec-18","Baru ganti karpet kamar jadi lebih bersih dan oke."
"wendri y.","8.5","27-Dec-18",""
"SUPRAPTO","8.4","27-Dec-18",""
"Evizer J. s.","8.3","26-Dec-18",""
"RISMA R.","10","26-Dec-18","Planet terbaik, kamarnya luas, kolam renangnya best, sarapannya oke."
"Iis S. S.","9.1","25-Dec-18","Kamar bersih, luas, fasilitas oke, makanan lezat dan banyak pilihan. Cocok untuk berlibur bersama keluarga."
"Rifai A.","9.4","22-Dec-18","Hotelnya bagus, kamarnya bersih dan nyaman, gambar yang di pajang di internet sama dengan kenyataan yang ada. Saya akan selalu memilih hotel ini bila berkunjung ke batam nanti."
"Azan F.","9.7","20-Dec-18",""
"Syahril A.","9.7","30-Dec-18","Hotelnya nyaman, kamarnya lumayan besar, sarapannya enak dengan aneka menu."
"Freddy l.","9.1","28-Dec-18",""
"Tiuridah S.","9.4","28-Dec-18","Baru ganti karpet kamar jadi lebih bersih dan oke."
"wendri y.","8.5","27-Dec-18",""
"SUPRAPTO","8.4","27-Dec-18",""
"Evizer J. s.","8.3","26-Dec-18",""
"RISMA R.","10","26-Dec-18","Planet terbaik, kamarnya luas, kolam renangnya best, sarapannya oke."
"Iis S. S.","9.1","25-Dec-18","Kamar bersih, luas, fasilitas oke, makanan lezat dan banyak pilihan. Cocok untuk berlibur bersama keluarga."
"Rifai A.","9.4","22-Dec-18","Hotelnya bagus, kamarnya bersih dan nyaman, gambar yang di pajang di internet sama dengan kenyataan yang ada. Saya akan selalu memilih hotel ini bila berkunjung ke batam nanti."
"Azan F.","9.7","20-Dec-18",""
"Johan","9.7","Profil ini privat.","Kamar sesuai gambar, area lobby luas bisa buat banyak tamu-tamu, fasilitas lengkap dan memadai, pelayanan baik dan sopan. Salah satu pilihan baik menginap di hotel ini, terima kasih."
"Siti M.","10","12-Dec-18","Kamarnya luas, bersih, pelayanannya cepat dan ramah, sarapannya enak."
"Endi A.","9.7","11-Dec-18","Hotelnya sangat menyenangkan, pelayanannya ramah, makanannya oke, kamar bersih, harganya sangat menjangkau, recommended deh. Kalau ke Batam mau menginap disini lagi."
"cvsahabat b. b.","8.5","10-Dec-18","Kamar bagus, pelayanan oke, lokasi bagus."
"Jihan A. H.","8.5","9-Dec-18",""
"Sinda G.","8.5","7-Dec-18","Hotelnya bagus, sarapan enak, orangnya ramah, bersih."
"Arie S.","9.6","5-Dec-18",""
"Bayu K.","8.4","5-Dec-18","Kamar bersih. pihak hotel ramah."
"Pitra R.","8.8","3-Dec-18","Tempat bagus, suka dengan kolam renangnya ada whirlpool air panas, jacuzi, dan spa nya."
"Elfi S.","8.5","Profil ini privat.","Pengalaman saya menginap disini sangat menyenangkan sekali swimming pool untk anaknya sangat memuaskan."
"Johan","9.7","Profil ini privat.","Kamar sesuai gambar, area lobby luas bisa buat banyak tamu-tamu, fasilitas lengkap dan memadai, pelayanan baik dan sopan. Salah satu pilihan baik menginap di hotel ini, terima kasih."
"Siti M.","10","12-Dec-18","Kamarnya luas, bersih, pelayanannya cepat dan ramah, sarapannya enak."
"Endi A.","9.7","11-Dec-18","Hotelnya sangat menyenangkan, pelayanannya ramah, makanannya oke, kamar bersih, harganya sangat menjangkau, recommended deh. Kalau ke Batam mau menginap disini lagi."
"cvsahabat b. b.","8.5","10-Dec-18","Kamar bagus, pelayanan oke, lokasi bagus."
"Jihan A. H.","8.5","9-Dec-18",""
"Sinda G.","8.5","7-Dec-18","Hotelnya bagus, sarapan enak, orangnya ramah, bersih."
"Arie S.","9.6","5-Dec-18",""
"Bayu K.","8.4","5-Dec-18","Kamar bersih. pihak hotel ramah."
"Pitra R.","8.8","3-Dec-18","Tempat bagus, suka dengan kolam renangnya ada whirlpool air panas, jacuzi, dan spa nya."
"Elfi S.","8.5","Profil ini privat.","Pengalaman saya menginap disini sangat menyenangkan sekali swimming pool untk anaknya sangat memuaskan."
"Lilik S. K. D.","10","1-Dec-18","Hotel yang sangat menyenangkan. Staf yang ramah dan selalu tersenyum. Kamar bersih, handuknya bersih, kamar mandi terawat. Kalau request sesuatu cepat ditanggapi. Pokoknya saya akan selalu kembali lagi."
"Vamela D.","10","1-Dec-18","Menyenangkan sekali dan hotelnya cukup bersih."
"Vamela D.","10","30-Nov-18","Hotelnya nyaman dan cukup bersih."
"Ari R.","8.5","28-Nov-18",""
"Iskandar","10","27-Nov-18","Sangat memuaskan, menginap di planet holiday hotel."
"Riski D. H.","8.5","27-Nov-18","Sangat memuaskan dan tersedia berbagai menu sarapan pagi."
"Widianto A.","8.5","23-Nov-18","Pelayanan dari ce in sampai check-out memuaskan, semua karyawan dari resepsionis sampai security ramah."
"Darto T.","8.4","21-Nov-18","Hotel bagus dan lengkap, sayangnya kebersihan kamar agak kurang."
"Mira A.","8.4","20-Nov-18","Secara keseluruhan menginap di sini menyenangkan, pilihan menunya saja yang menurut saya kurang variatif."
"Dini A.","8.5","17-Nov-18","Kamarnya bagus seperti di foto, luas dan nyaman, makanannya juga enak-enak, kalau ke Batam lagi saya akan menginap kembali di sini."
"Lilik S. K. D.","10","1-Dec-18","Hotel yang sangat menyenangkan. Staf yang ramah dan selalu tersenyum. Kamar bersih, handuknya bersih, kamar mandi terawat. Kalau request sesuatu cepat ditanggapi. Pokoknya saya akan selalu kembali lagi."
"Vamela D.","10","1-Dec-18","Menyenangkan sekali dan hotelnya cukup bersih."
"Vamela D.","10","30-Nov-18","Hotelnya nyaman dan cukup bersih."
"Ari R.","8.5","28-Nov-18",""
"Iskandar","10","27-Nov-18","Sangat memuaskan, menginap di planet holiday hotel."
"Riski D. H.","8.5","27-Nov-18","Sangat memuaskan dan tersedia berbagai menu sarapan pagi."
"Widianto A.","8.5","23-Nov-18","Pelayanan dari ce in sampai check-out memuaskan, semua karyawan dari resepsionis sampai security ramah."
"Darto T.","8.4","21-Nov-18","Hotel bagus dan lengkap, sayangnya kebersihan kamar agak kurang."
"Mira A.","8.4","20-Nov-18","Secara keseluruhan menginap di sini menyenangkan, pilihan menunya saja yang menurut saya kurang variatif."
"Dini A.","8.5","17-Nov-18","Kamarnya bagus seperti di foto, luas dan nyaman, makanannya juga enak-enak, kalau ke Batam lagi saya akan menginap kembali di sini."
"Effi S.","10","16-Nov-18","Bagus, baik, ramah, bersih, ya oke lah."
"tri a. s.","8.5","15-Nov-18","Worth it lah hotelnya kamar cukup enak bathubnya."
"siska p. s.","8.5","13-Nov-18","Good service, menu makanannya enak."
"Iskandar","10","10-Nov-18","Sesuai untuk yang membutuhkan tekreasi dan hiburan."
"Dady I. S.","8.5","8-Nov-18","Sangat menyenangkan, hanya sampaikan nama dan dari aplikasi urusan check-in mudah begitu juga ketika diperpanjang untuk menginapnya."
"Widodo P.","9.7","8-Nov-18",""
"Erica S.","9.7","3-Nov-18","Hotel ini sangat bagus cocok buat bulan madu atau liburan keluarga, nyaman dan di pinggir jalan raya."
"cicilia","9.7","3-Nov-18","Suasana enak, tidak berisik. Nyaman."
"agustina s.","9.4","29-Oct-18","Kamarnya bersih, keren dan nyaman sekali tidur di planet holiday hanya saja kami menginap malam minggu kurang nyenyak karena suara musik diskotik sampai jam 5 pagi padahal kami menginap di lantài 9. Selebihnya nyaman, pegawainya ramah-ramah."
"Mahlil","8.5","27-Oct-18","Pelayanan baik dan ramah stafnya."
"Effi S.","10","16-Nov-18","Bagus, baik, ramah, bersih, ya oke lah."
"tri a. s.","8.5","15-Nov-18","Worth it lah hotelnya kamar cukup enak bathubnya."
"siska p. s.","8.5","13-Nov-18","Good service, menu makanannya enak."
"Iskandar","10","10-Nov-18","Sesuai untuk yang membutuhkan tekreasi dan hiburan."
"Dady I. S.","8.5","8-Nov-18","Sangat menyenangkan, hanya sampaikan nama dan dari aplikasi urusan check-in mudah begitu juga ketika diperpanjang untuk menginapnya."
"Widodo P.","9.7","8-Nov-18",""
"Erica S.","9.7","3-Nov-18","Hotel ini sangat bagus cocok buat bulan madu atau liburan keluarga, nyaman dan di pinggir jalan raya."
"cicilia","9.7","3-Nov-18","Suasana enak, tidak berisik. Nyaman."
"agustina s.","9.4","29-Oct-18","Kamarnya bersih, keren dan nyaman sekali tidur di planet holiday hanya saja kami menginap malam minggu kurang nyenyak karena suara musik diskotik sampai jam 5 pagi padahal kami menginap di lantài 9. Selebihnya nyaman, pegawainya ramah-ramah."
"Mahlil","8.5","27-Oct-18","Pelayanan baik dan ramah stafnya."
"Thuti S.","8.7","25-Oct-18","So far bagus pelayanannya. Kamar bersih. AC-nya dingin. cuma sarapan paginya kurang beragam. makanannya juga kurang. Menunya di bawah standar buat sekelas hotelnya."
"Much A.","8.5","20-Oct-18","Good, tempat strategis, bagus!"
"Hazel C.","8.8","18-Oct-18",""
"Immanuel N.","8.8","17-Oct-18",""
"DEDI A. A. H.","8.5","15-Oct-18","Menyenangkan sekali, sarapan pagi, enak, semuanya so far oke."
"Pande N. P.","8.5","13-Oct-18","Kamar luas, nyaman, bersih dan cool. Dengar harga 400 ribu hotel ini recommended banget."
"Yoseph C.","8.5","9-Oct-18",""
"Yudha W.","8.5","7-Oct-18","Tempatnya strategis, bangunannya mirip model eropa abad 19. bersih dan makanannya enak, sangat memuaskan untuk harga yang ditawarkan. Kolam renangnya keren habis dan aman buat anak-anak. pokoknya recommended pooll deh, plus bonus shuttle bus yang siap antar kemana-mana free."
"FIRMAN Z.","8.5","7-Oct-18","Pelayanan tanpa susah, hotel mewah dan berkelas, lokasi strategis, free parkir."
"Jhony E. P. X.","8.5","5-Oct-18","Sangat baik, kamarnya bagus, kenyamanan lebih baik."
"Thuti S.","8.7","25-Oct-18","So far bagus pelayanannya. Kamar bersih. AC-nya dingin. cuma sarapan paginya kurang beragam. makanannya juga kurang. Menunya di bawah standar buat sekelas hotelnya."
"Much A.","8.5","20-Oct-18","Good, tempat strategis, bagus!"
"Hazel C.","8.8","18-Oct-18",""
"Immanuel N.","8.8","17-Oct-18",""
"DEDI A. A. H.","8.5","15-Oct-18","Menyenangkan sekali, sarapan pagi, enak, semuanya so far oke."
"Pande N. P.","8.5","13-Oct-18","Kamar luas, nyaman, bersih dan cool. Dengar harga 400 ribu hotel ini recommended banget."
"Yoseph C.","8.5","9-Oct-18",""
"Yudha W.","8.5","7-Oct-18","Tempatnya strategis, bangunannya mirip model eropa abad 19. bersih dan makanannya enak, sangat memuaskan untuk harga yang ditawarkan. Kolam renangnya keren habis dan aman buat anak-anak. pokoknya recommended pooll deh, plus bonus shuttle bus yang siap antar kemana-mana free."
"FIRMAN Z.","8.5","7-Oct-18","Pelayanan tanpa susah, hotel mewah dan berkelas, lokasi strategis, free parkir."
"Jhony E. P. X.","8.5","5-Oct-18","Sangat baik, kamarnya bagus, kenyamanan lebih baik."
"Lidya F.","9.7","1-Oct-18","Lokasi hotelnya strategis, dekat dengan semua tempat perbelanjaan dan tempatnya menyenangkan. Breakfastnya juga banyak variasi, nanti rasanya juga enak-enak. Pokoknya happy lah salam menginap di sini."
"Henryanto S.","9.1","29-Sep-18",""
"Harentama F.","10","24-Sep-18","Bisa request desain interior untuk anniversary."
"doni g.","8.5","22-Sep-18","Oke di pusat kota suana nyaman buat istirahat atau liburan."
"Minda A. L.","6.4","17-Sep-18","Beberapa tahun kemarin saya setiap bulan kesini dan hotel ini sangat baik. Sekarang yang kembali lagi kesini dan bagi saya kurang menyenangkan. Kamar yang seharga 645 ribu deluxe ternyata belum termasuk breakfast. Pas tiba mau makan pagi. Karena tanggung malu juga akhirnya saya bilang bayar saja kalau memang no include breakfast dan pihak hotel kasih harga 110rb/jadi 220 ribu untuk 2 orang biaya breakfast kami. Yang bikin saya kecewa harga yang sudah mahal untuk ukuran breakfast. Tapi makanan tidak enak. Next jika ke batam lagi kami pasti tidak akan kesini lagi, karena banyak hotel baru yang lebih baik disana. Semoga pihak manajemen hotel lebih memperbaiki service. Terima kasih."
"achmadi","9.1","16-Sep-18",""
"mushlih m.","10","6-Sep-18","Kamar bersih dan luas, kamar mandi apik, sarapan oke, puas deh"
"Endri L.","8.5","29-Aug-18","Nyaman dan betah menginap di hotel ini. Pelayanan bagus dan hotel bersih. Fasilitas oke semua."
"Eko P.","10","26-Aug-18",""
"farid i.","8.5","26-Aug-18","Kamar bersih. Hanya sudah tampak tua."
"Lidya F.","9.7","1-Oct-18","Lokasi hotelnya strategis, dekat dengan semua tempat perbelanjaan dan tempatnya menyenangkan. Breakfastnya juga banyak variasi, nanti rasanya juga enak-enak. Pokoknya happy lah salam menginap di sini."
"Henryanto S.","9.1","29-Sep-18",""
"Harentama F.","10","24-Sep-18","Bisa request desain interior untuk anniversary."
"doni g.","8.5","22-Sep-18","Oke di pusat kota suana nyaman buat istirahat atau liburan."
"Minda A. L.","6.4","17-Sep-18","Beberapa tahun kemarin saya setiap bulan kesini dan hotel ini sangat baik. Sekarang yang kembali lagi kesini dan bagi saya kurang menyenangkan. Kamar yang seharga 645 ribu deluxe ternyata belum termasuk breakfast. Pas tiba mau makan pagi. Karena tanggung malu juga akhirnya saya bilang bayar saja kalau memang no include breakfast dan pihak hotel kasih harga 110rb/jadi 220 ribu untuk 2 orang biaya breakfast kami. Yang bikin saya kecewa harga yang sudah mahal untuk ukuran breakfast. Tapi makanan tidak enak. Next jika ke batam lagi kami pasti tidak akan kesini lagi, karena banyak hotel baru yang lebih baik disana. Semoga pihak manajemen hotel lebih memperbaiki service. Terima kasih."
"achmadi","9.1","16-Sep-18",""
"mushlih m.","10","6-Sep-18","Kamar bersih dan luas, kamar mandi apik, sarapan oke, puas deh"
"Endri L.","8.5","29-Aug-18","Nyaman dan betah menginap di hotel ini. Pelayanan bagus dan hotel bersih. Fasilitas oke semua."
"Eko P.","10","26-Aug-18",""
"farid i.","8.5","26-Aug-18","Kamar bersih. Hanya sudah tampak tua."
"Toni C.","9.7","8-Aug-18",""
"Siti S.","9.1","7-Aug-18","Hotel cukup memuaskan. Kamar dan fasilitas cukup bagus. Anak-anak sangat menikmati berenang di kolam yang ada di hotel"
"Hadi W.","8.5","7-Aug-18",""
"Eri E.","8.5","6-Aug-18",""
"Sandi S.","9.7","31-Jul-18","Hotel ini cukup baik untuk liburan bersama keluarga. Karena tempatnya yang cukup strategis. Terletak di tengah kota. Dan fasilitas hotel juga cukup memuaskan. Dengan swimming pool yang cukup baik. Terima kasih."
"Budifitriadi B.","9.7","30-Jul-18","Bersih, nyaman, berada dan berada di pusat kota."
"Rahmat Y.","10","28-Jul-18","Sangat memuaskan, bersih dan rapi."
"Ronny I.","8.5","23-Jul-18","Hotel bagus. Fasilitas bagus. Kalau bisa harga hotel jangan terlalu mahal."
"Sandi P.","6","23-Jul-18","Pernah menjadi hotel terbaik di Kota Batam. Lokasi strategis, fasilitas lengkap walau sekarang terlihat tua. Datang check-in jam 12.30, disuruh menunggu karena kamar belum siap. Saya inisiatif keluar hotel dulu dan kembali jam 14.50, dan ternyata kamar masih belum siap. Petugas di front desk terkesan terlihat biasa saja dan bahkan menunjukkan ekspresi seolah tidak ada yang salah dengan ini. Hal sepele mungkin menurut mereka, tapi tidak buat saya. Thanks."
"Monang S.","8.8","21-Jul-18","Bersih, front office menyenangkan."
"Toni C.","9.7","8-Aug-18",""
"Siti S.","9.1","7-Aug-18","Hotel cukup memuaskan. Kamar dan fasilitas cukup bagus. Anak-anak sangat menikmati berenang di kolam yang ada di hotel"
"Hadi W.","8.5","7-Aug-18",""
"Eri E.","8.5","6-Aug-18",""
"Sandi S.","9.7","31-Jul-18","Hotel ini cukup baik untuk liburan bersama keluarga. Karena tempatnya yang cukup strategis. Terletak di tengah kota. Dan fasilitas hotel juga cukup memuaskan. Dengan swimming pool yang cukup baik. Terima kasih."
"Budifitriadi B.","9.7","30-Jul-18","Bersih, nyaman, berada dan berada di pusat kota."
"Rahmat Y.","10","28-Jul-18","Sangat memuaskan, bersih dan rapi."
"Ronny I.","8.5","23-Jul-18","Hotel bagus. Fasilitas bagus. Kalau bisa harga hotel jangan terlalu mahal."
"Sandi P.","6","23-Jul-18","Pernah menjadi hotel terbaik di Kota Batam. Lokasi strategis, fasilitas lengkap walau sekarang terlihat tua. Datang check-in jam 12.30, disuruh menunggu karena kamar belum siap. Saya inisiatif keluar hotel dulu dan kembali jam 14.50, dan ternyata kamar masih belum siap. Petugas di front desk terkesan terlihat biasa saja dan bahkan menunjukkan ekspresi seolah tidak ada yang salah dengan ini. Hal sepele mungkin menurut mereka, tapi tidak buat saya. Thanks."
"Monang S.","8.8","21-Jul-18","Bersih, front office menyenangkan."
"Nancy T.","6.4","19-Jul-18","Sarapan kurang bervariasi. Resepsionis kurang ramah"
"Doli B.","10","Profil ini privat.","Hotel yang menyenangkan, dekat pusat kota dan pelayanan memuaskan."
"Deddy C. D.","9.7","9-Jul-18","Nyaman dan bersih, recommended untuk yang liburan keluarga ke Batam."
"MAYESTIKA","9.4","3-Jul-18","Overall memuaskan. Fasilitas lengkap. Proses check-in dan check-out cepat banget. Hotel favorit anak saya."
"M Toyib","10","1-Jul-18","Puas dan nyaman. Fasilitas baik"
"syamsuri","8.5","1-Jul-18","Hotel sudah tua, tapi masih sangat terawat, lokasi baik."
"pepriawan n.","8.5","18-Jun-18",""
"Siska B.","8.5","14-May-18","Hotel yang bagus, pelayanan ramah dan recommended."
"Sri R. S.","8.5","11-May-18","Pelayanan prima di lobby, restoran dan kamar. Thank you."
"RIADI P. S.","9.4","6-May-18","Ramah, rapi, bersih, view bagus."
"Nancy T.","6.4","19-Jul-18","Sarapan kurang bervariasi. Resepsionis kurang ramah"
"Doli B.","10","Profil ini privat.","Hotel yang menyenangkan, dekat pusat kota dan pelayanan memuaskan."
"Deddy C. D.","9.7","9-Jul-18","Nyaman dan bersih, recommended untuk yang liburan keluarga ke Batam."
"MAYESTIKA","9.4","3-Jul-18","Overall memuaskan. Fasilitas lengkap. Proses check-in dan check-out cepat banget. Hotel favorit anak saya."
"M Toyib","10","1-Jul-18","Puas dan nyaman. Fasilitas baik"
"syamsuri","8.5","1-Jul-18","Hotel sudah tua, tapi masih sangat terawat, lokasi baik."
"pepriawan n.","8.5","18-Jun-18",""
"Siska B.","8.5","14-May-18","Hotel yang bagus, pelayanan ramah dan recommended."
"Sri R. S.","8.5","11-May-18","Pelayanan prima di lobby, restoran dan kamar. Thank you."
"RIADI P. S.","9.4","6-May-18","Ramah, rapi, bersih, view bagus."
"Teguh Y.","8.5","6-May-18","Memuaskan, perlu ditegaskan lagi supaya kami yakin bahwa makanan di hotel semua halal."
"Diana n.","8.5","30-Apr-18","Makananya enak dan nyaman banget. Recommended."
"Bayu S. K.","9.7","23-Apr-18","Pelayanan and fasilitasnya memuaskan."
"Ramanathan R.","9.7","16-Apr-18","Bagus sekali, hotel bersih dan nyaman. Dekat kemana-mana. Thanks Planet Holiday. Thanks Traveloka. The smart and good choice for smart people. Traveloka oke."
"Rohisa u.","8.5","11-Apr-18","Planet holiday menajdi salah satu tempat favorit keluarga untuk menginap."
"Safarizal","8.5","30-Mar-18","Nyaman makanan enak, cuma menu tidak banyak pilihan"
"Jaenur R.","6","26-Mar-18","Proses chek in dan chek out agar bisa lebih dipercepat kamar harus selalu dpt di up date, krn kesannya jadi masih hotel lama peredam di ruang musik harus diperbaiki, sehingga tidak mengganggu tamu/customer yang menginap, suara musik masih terdengar sekitar jam 03 pagi???"
"Kristianus P. A.","9.1","23-Mar-18","Hotel lama, tapi bersih. Resepsionis ramah. Lokasi strategis. Berhubung pagi sudah check-out, jadi kurang tahu mengenai menu dan rasa masakan."
"Deddy C. D.","8.5","20-Mar-18",""
"Yosi O.","10","18-Mar-18","Sangat memuaskan dan nyaman sekali"
"Teguh Y.","8.5","6-May-18","Memuaskan, perlu ditegaskan lagi supaya kami yakin bahwa makanan di hotel semua halal."
"Diana n.","8.5","30-Apr-18","Makananya enak dan nyaman banget. Recommended."
"Bayu S. K.","9.7","23-Apr-18","Pelayanan and fasilitasnya memuaskan."
"Ramanathan R.","9.7","16-Apr-18","Bagus sekali, hotel bersih dan nyaman. Dekat kemana-mana. Thanks Planet Holiday. Thanks Traveloka. The smart and good choice for smart people. Traveloka oke."
"Rohisa u.","8.5","11-Apr-18","Planet holiday menajdi salah satu tempat favorit keluarga untuk menginap."
"Safarizal","8.5","30-Mar-18","Nyaman makanan enak, cuma menu tidak banyak pilihan"
"Jaenur R.","6","26-Mar-18","Proses chek in dan chek out agar bisa lebih dipercepat kamar harus selalu dpt di up date, krn kesannya jadi masih hotel lama peredam di ruang musik harus diperbaiki, sehingga tidak mengganggu tamu/customer yang menginap, suara musik masih terdengar sekitar jam 03 pagi???"
"Kristianus P. A.","9.1","23-Mar-18","Hotel lama, tapi bersih. Resepsionis ramah. Lokasi strategis. Berhubung pagi sudah check-out, jadi kurang tahu mengenai menu dan rasa masakan."
"Deddy C. D.","8.5","20-Mar-18",""
"Yosi O.","10","18-Mar-18","Sangat memuaskan dan nyaman sekali"
"Donny A.","6.4","17-Mar-18","Makanan gak enak, kamar sesuai"
"iis i.","8.5","7-Mar-18","Pelayanan baik, makanan baik, kamar bersih."
"nurwan h.","10","Profil ini privat.","Hotel lama dg interior yg sudah di upgrde dan modern, makanan banyak variasi,.murah utk hotel dg fasilitas dan pelayanan banyak, sangat ramah dg pelanggan, utk taxi online juga dipersilahkan disini, cuma memang tampilan bangunan luar hotel cat nya sudah pudar..,."
"Hendry H.","8.5","4-Mar-18","Kebersihan baik, sarapan banyak pilihan."
"Andri I.","8.6","4-Mar-18","Lumayan, dekat masjid dan pusat keramian."
"Deddy C. D.","9.7","25-Feb-18","Mantap, berkelas, dekat kemana mana dan keren"
"Nuzul E. P.","8.8","18-Feb-18","Kamar rapi, nyaman dan elegan. Cocok untuk berlibur sambil bekerja."
"Tiara A. P.","9.3","12-Feb-18","Semua oke, cuma saya tidak bisa tidur karena kamar sebelah bising tengah malam sampai pagi hari, jadi gak bisa tidur gara-gara ada yang brantem dikamar sebelah sampai kedengaran ke kamar kami."
"Dewi P. R. S.","8.5","28-Jan-18","Menyenangkan tapi kolam renang belum bisa digunakan sedang ada renofasi."
"rusdi d.","9.1","20-Jan-18","Tempat strategis mau belanja dekat. Dekat dengan Masjid. Kamar luas dan bersih."
"Donny A.","6.4","17-Mar-18","Makanan gak enak, kamar sesuai"
"iis i.","8.5","7-Mar-18","Pelayanan baik, makanan baik, kamar bersih."
"nurwan h.","10","Profil ini privat.","Hotel lama dg interior yg sudah di upgrde dan modern, makanan banyak variasi,.murah utk hotel dg fasilitas dan pelayanan banyak, sangat ramah dg pelanggan, utk taxi online juga dipersilahkan disini, cuma memang tampilan bangunan luar hotel cat nya sudah pudar..,."
"Hendry H.","8.5","4-Mar-18","Kebersihan baik, sarapan banyak pilihan."
"Andri I.","8.6","4-Mar-18","Lumayan, dekat masjid dan pusat keramian."
"Deddy C. D.","9.7","25-Feb-18","Mantap, berkelas, dekat kemana mana dan keren"
"Nuzul E. P.","8.8","18-Feb-18","Kamar rapi, nyaman dan elegan. Cocok untuk berlibur sambil bekerja."
"Tiara A. P.","9.3","12-Feb-18","Semua oke, cuma saya tidak bisa tidur karena kamar sebelah bising tengah malam sampai pagi hari, jadi gak bisa tidur gara-gara ada yang brantem dikamar sebelah sampai kedengaran ke kamar kami."
"Dewi P. R. S.","8.5","28-Jan-18","Menyenangkan tapi kolam renang belum bisa digunakan sedang ada renofasi."
"rusdi d.","9.1","20-Jan-18","Tempat strategis mau belanja dekat. Dekat dengan Masjid. Kamar luas dan bersih."
"Tiuridah S.","8.5","14-Jan-18","Hotel bagus, kamar lumayan besar dan gratis berenang, sauna serta gym di lantai 5, semua staf ramah dan sangat membantu. Sarapan banyak pilihan hanya saja untuk anak di atas 5 tahun sudah kena charge tambahan untuk bill sarapan, ada shuttle bus gratis untuk kemal2 terkenal yang ada di Batam. Secara keseluruhan oke."
"Lucia L.","8.5","12-Jan-18","Happy, fasilitas lengkap, renang, sauna anak-anak senang, makanan enak."
"Yosef S.","8.5","9-Jan-18","Kamar bersih, suasana nyaman dan pelayanan cukup memuaskan, saya akan menginap di palanet holiday kalau berkunjung lagi ke batam."
"Francien C. D. K.","9.7","3-Jan-18","Kamar bersih dan nyaman. Pelayanan juga memuaskan dan ramah."
"Charles P. M. S.","9.3","Profil ini privat.","Hotel tua walau sudah beberapa renovasi tapi kesan kusam tetap ada. Selainnya sangat baik"
"Djohan A.","5.6","15-Dec-17","Resepsionis kurang ramah di mana harus tamu yang bertanya duluan padahal udah di meja reception dan tidak menghargai tertib antri. Toilet kotor"
"Sally S.","8.8","14-Dec-17","Great, dekat kemana-mana saja."
"Ulfah","9.4","13-Dec-17","Asik aja, nyaman, tp satu hal yang buat saya kaget, menginap di lantai 10 saya buka jendela, eh ternyata ada drone yang menghadap ke kamar saya, itu membuat saya sedikit khawatir."
"Haryanto Y.","8.5","10-Dec-17","Room service nya sangat jutek, seolah kita minta makan gratis dan saat membuka mini barbkaya yang kita tidak bayar,,,"
"Haryanto Y.","8.5","10-Dec-17","FO nya ok banget cuma Room Service nya jutek banget sayang sekali"
"Tiuridah S.","8.5","14-Jan-18","Hotel bagus, kamar lumayan besar dan gratis berenang, sauna serta gym di lantai 5, semua staf ramah dan sangat membantu. Sarapan banyak pilihan hanya saja untuk anak di atas 5 tahun sudah kena charge tambahan untuk bill sarapan, ada shuttle bus gratis untuk kemal2 terkenal yang ada di Batam. Secara keseluruhan oke."
"Lucia L.","8.5","12-Jan-18","Happy, fasilitas lengkap, renang, sauna anak-anak senang, makanan enak."
"Yosef S.","8.5","9-Jan-18","Kamar bersih, suasana nyaman dan pelayanan cukup memuaskan, saya akan menginap di palanet holiday kalau berkunjung lagi ke batam."
"Francien C. D. K.","9.7","3-Jan-18","Kamar bersih dan nyaman. Pelayanan juga memuaskan dan ramah."
"Charles P. M. S.","9.3","Profil ini privat.","Hotel tua walau sudah beberapa renovasi tapi kesan kusam tetap ada. Selainnya sangat baik"
"Djohan A.","5.6","15-Dec-17","Resepsionis kurang ramah di mana harus tamu yang bertanya duluan padahal udah di meja reception dan tidak menghargai tertib antri. Toilet kotor"
"Sally S.","8.8","14-Dec-17","Great, dekat kemana-mana saja."
"Ulfah","9.4","13-Dec-17","Asik aja, nyaman, tp satu hal yang buat saya kaget, menginap di lantai 10 saya buka jendela, eh ternyata ada drone yang menghadap ke kamar saya, itu membuat saya sedikit khawatir."
"Haryanto Y.","8.5","10-Dec-17","Room service nya sangat jutek, seolah kita minta makan gratis dan saat membuka mini barbkaya yang kita tidak bayar,,,"
"Haryanto Y.","8.5","10-Dec-17","FO nya ok banget cuma Room Service nya jutek banget sayang sekali"
"Suparno S.","10","7-Dec-17","Mantap. Ada bathubnya, ada jacuzzinya pula. Jadi kalau hati lelah, tinggal berendam aja. Enak"
"Siska B.","9.7","30-Nov-17","Hotel yang bagus..bersih...nyaman... recommended"
"puri f.","8.7","28-Nov-17","Menunya sedikit dan kurang enak."
"Wahyu n. k.","8.5","26-Nov-17","Bersih, ramah dan memuaskan..."
"Isnaeni R.","10","26-Nov-17","pelayanan bagus, makanan enak, staff ramah-ramah"
